NOM;CODI;DATA;SEXE;GRUP_EDAT;CASOS_CONFIRMAT;PCR;TAR;INGRESSOS_TOTAL;INGRESSOS_CRITIC;INGRESSATS_TOTAL;INGRESSATS_CRITIC;EXITUS;CASOS_PCR;CASOS_TAR;POSITIVITAT_PCR_NUM;POSITIVITAT_TAR_NUM;POSITIVITAT_PCR_DEN;POSITIVITAT_TAR_DEN;VACUNATS_DOSI_1;VACUNATS_DOSI_2
CATALUNYA;GLOBAL;2020-09-21;Dona;0 a 9;80;1454;0;0;0;2;0;0;80;0;60;0;1445;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;10 a 19;95;1548;0;0;0;1;0;0;95;0;88;0;1533;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;20 a 29;101;1204;0;2;0;6;0;0;101;0;89;0;1127;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;30 a 39;126;1410;0;3;0;14;2;0;126;0;105;0;1344;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;40 a 49;131;1617;0;4;0;20;1;0;131;0;103;0;1543;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;50 a 59;113;1392;0;4;2;38;6;0;113;0;82;0;1314;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;60 a 69;54;893;0;3;0;51;6;0;54;0;52;0;856;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;70 a 79;42;667;0;5;1;47;9;0;42;0;34;0;647;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Dona;80 o més;65;921;0;5;0;119;8;6;65;0;43;0;850;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;0 a 9;70;1646;0;0;0;1;0;0;70;0;63;0;1631;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;10 a 19;103;1771;0;0;0;2;1;0;103;0;75;0;1755;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;20 a 29;82;795;0;1;1;4;1;0;82;0;59;0;772;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;30 a 39;103;865;0;2;0;19;4;0;103;0;84;0;834;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;40 a 49;136;1076;0;10;1;46;13;0;136;0;110;0;1031;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;50 a 59;117;972;0;7;1;94;23;0;117;0;94;0;914;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;60 a 69;61;747;0;5;0;99;26;0;61;0;54;0;702;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;70 a 79;29;660;0;11;0;112;24;1;29;0;24;0;619;0;0;0
CATALUNYA;GLOBAL;2020-09-21;Home;80 o més;28;540;0;7;0;85;2;8;28;0;25;0;505;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Altres;N/A;14;83;0;5;1;45;9;0;14;0;13;0;81;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;0 a 9;15;710;0;0;0;2;0;0;15;0;12;0;705;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;10 a 19;32;355;0;2;0;2;0;0;32;0;23;0;353;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;20 a 29;29;338;0;1;0;7;0;0;29;0;22;0;321;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;30 a 39;37;390;0;3;0;12;2;0;37;0;32;0;380;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;40 a 49;40;473;0;1;1;19;1;0;40;0;34;0;453;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;50 a 59;41;374;0;3;0;38;4;0;41;0;42;0;351;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;60 a 69;17;253;0;3;1;48;6;0;17;0;14;0;246;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;70 a 79;17;213;0;3;2;49;10;0;17;0;15;0;203;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Dona;80 o més;17;292;0;14;0;113;8;0;17;0;15;0;274;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;0 a 9;15;767;0;0;0;2;0;0;15;0;17;0;763;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;10 a 19;31;440;0;2;1;1;0;0;31;0;23;0;437;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;20 a 29;34;250;0;1;0;5;1;0;34;0;30;0;242;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;30 a 39;40;267;0;1;0;21;4;0;40;0;40;0;254;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;40 a 49;49;414;0;6;0;47;13;0;49;0;48;0;397;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;50 a 59;46;330;0;10;1;91;22;0;46;0;40;0;323;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;60 a 69;23;259;0;8;5;97;24;2;23;0;28;0;249;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;70 a 79;8;236;0;3;3;108;27;1;8;0;6;0;228;0;0;0
CATALUNYA;GLOBAL;2020-09-20;Home;80 o més;14;225;0;8;0;84;3;4;14;0;11;0;215;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Altres;N/A;12;151;0;7;0;43;8;0;12;0;11;0;149;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;0 a 9;13;670;0;0;0;2;0;0;13;0;16;0;665;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;10 a 19;21;684;0;0;0;1;0;0;21;0;20;0;678;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;20 a 29;40;625;0;1;0;7;0;0;40;0;41;0;598;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;30 a 39;47;631;0;2;1;14;2;0;47;0;44;0;600;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;40 a 49;42;717;0;7;0;15;0;0;42;0;44;0;692;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;50 a 59;40;604;0;1;0;36;4;0;40;0;35;0;576;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;60 a 69;24;475;0;5;0;47;5;0;24;0;16;0;458;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;70 a 79;15;372;0;1;1;47;8;1;15;0;13;0;367;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Dona;80 o més;30;543;0;6;1;106;8;5;30;0;23;0;521;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;0 a 9;17;776;0;0;0;2;0;0;17;0;19;0;770;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;10 a 19;28;762;0;0;0;1;0;0;28;0;28;0;758;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;20 a 29;39;443;0;0;0;4;1;0;39;0;40;0;441;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;30 a 39;48;408;0;2;0;20;5;0;48;0;45;0;400;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;40 a 49;49;526;0;1;1;44;15;0;49;0;53;0;509;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;50 a 59;36;505;0;6;1;88;21;0;36;0;42;0;495;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;60 a 69;32;404;0;8;0;91;22;3;32;0;29;0;391;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;70 a 79;23;389;0;11;2;104;23;1;23;0;17;0;380;0;0;0
CATALUNYA;GLOBAL;2020-09-19;Home;80 o més;9;314;0;7;1;80;3;4;9;0;6;0;295;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Altres;N/A;28;244;0;7;0;38;8;1;28;0;23;0;238;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;0 a 9;56;1554;0;1;0;2;0;0;56;0;63;0;1547;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;10 a 19;83;1515;0;1;0;2;0;0;83;0;86;0;1504;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;20 a 29;113;1346;0;6;0;6;0;0;113;0;110;0;1272;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;30 a 39;94;1630;0;5;0;15;1;0;94;0;96;0;1539;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;40 a 49;124;1878;0;4;0;11;0;0;124;0;145;0;1787;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;50 a 59;83;1613;0;3;1;36;4;0;83;0;94;0;1529;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;60 a 69;49;1046;1;7;1;40;6;0;48;1;59;1;996;1;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;70 a 79;31;791;0;2;0;48;10;0;31;0;33;0;756;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Dona;80 o més;45;1016;0;15;0;103;7;3;45;0;56;0;919;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;0 a 9;73;1743;0;1;0;2;0;0;73;0;70;0;1731;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;10 a 19;91;1688;0;0;0;1;0;0;91;0;96;0;1682;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;20 a 29;93;1030;0;2;1;4;1;0;93;0;100;0;997;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;30 a 39;82;1019;0;1;1;19;5;0;82;0;94;0;985;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;40 a 49;126;1190;1;6;3;43;15;0;125;1;115;1;1143;1;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;50 a 59;92;1011;0;11;1;89;22;1;92;0;89;0;972;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;60 a 69;64;863;0;14;3;85;24;0;64;0;63;0;831;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;70 a 79;30;798;0;12;1;101;21;2;29;1;36;0;759;0;0;0
CATALUNYA;GLOBAL;2020-09-18;Home;80 o més;34;688;0;11;1;77;2;4;34;0;39;0;645;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Altres;N/A;28;224;0;3;0;43;8;0;28;0;23;0;216;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;0 a 9;44;1029;0;1;0;2;0;0;44;0;38;0;1025;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;10 a 19;91;987;0;1;0;2;0;0;91;0;76;0;979;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;20 a 29;109;1336;1;1;0;6;1;0;108;1;101;1;1276;1;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;30 a 39;87;1517;0;4;0;12;1;0;87;0;86;0;1454;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;40 a 49;120;1813;0;1;0;16;0;0;120;0;97;0;1716;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;50 a 59;101;1564;0;8;0;36;5;1;101;0;96;0;1479;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;60 a 69;55;938;0;3;1;42;6;1;55;0;47;0;898;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;70 a 79;34;650;0;6;0;54;11;1;34;0;36;0;629;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Dona;80 o més;41;944;0;5;1;104;7;2;41;0;47;0;890;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;0 a 9;54;1158;0;2;0;3;0;0;54;0;57;0;1153;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;10 a 19;81;1209;0;0;0;1;0;0;81;0;76;0;1198;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;20 a 29;91;962;0;2;0;4;0;0;90;1;88;0;929;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;30 a 39;101;979;1;0;0;21;5;0;101;0;99;1;936;1;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;40 a 49;90;1175;0;2;1;41;14;0;90;0;90;0;1140;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;50 a 59;83;949;0;6;0;94;25;0;83;0;79;0;906;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;60 a 69;61;783;0;13;3;89;24;0;61;0;57;0;752;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;70 a 79;41;649;0;16;2;103;21;0;41;0;31;0;613;0;0;0
CATALUNYA;GLOBAL;2020-09-17;Home;80 o més;24;595;0;10;1;91;4;9;24;0;29;0;566;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Altres;N/A;33;195;0;7;0;37;8;0;32;1;25;0;188;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;0 a 9;46;750;0;0;0;1;0;0;46;0;54;0;745;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;10 a 19;80;890;0;0;0;1;0;0;80;0;94;0;885;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;20 a 29;110;1329;0;1;0;6;1;0;110;0;110;0;1269;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;30 a 39;112;1528;0;2;0;12;1;0;112;0;127;0;1451;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;40 a 49;109;1651;0;4;1;18;0;0;109;0;113;0;1579;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;50 a 59;109;1457;0;6;1;35;5;0;109;0;102;0;1393;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;60 a 69;57;945;0;8;0;41;5;1;57;0;63;0;910;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;70 a 79;30;691;0;8;1;50;11;1;30;0;39;0;660;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Dona;80 o més;39;876;0;12;1;111;5;0;39;0;40;0;802;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;0 a 9;57;797;0;1;1;1;0;0;57;0;50;0;791;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;10 a 19;83;1051;0;0;0;1;0;0;83;0;89;0;1047;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;20 a 29;110;998;0;2;0;4;0;0;110;0;93;0;962;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;30 a 39;108;916;0;2;1;21;5;0;107;1;97;0;881;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;40 a 49;101;1071;0;4;1;46;13;0;100;1;113;0;1034;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;50 a 59;108;982;0;10;2;94;29;0;107;1;116;0;947;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;60 a 69;64;766;0;10;2;86;21;3;64;0;57;0;734;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;70 a 79;33;708;0;7;2;100;24;3;33;0;34;0;679;0;0;0
CATALUNYA;GLOBAL;2020-09-16;Home;80 o més;33;597;0;9;0;95;6;7;33;0;28;0;549;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Altres;N/A;32;225;0;2;0;38;7;0;32;0;24;0;214;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;0 a 9;60;814;0;0;0;1;0;0;60;0;65;0;804;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;10 a 19;86;817;0;0;0;1;0;0;86;0;87;0;800;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;20 a 29;97;1419;0;2;0;6;1;0;97;0;113;0;1343;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;30 a 39;115;1668;0;4;1;18;1;0;115;0;130;0;1594;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;40 a 49;130;1937;0;6;0;19;0;0;130;0;149;0;1852;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;50 a 59;86;1729;0;5;1;32;4;0;86;0;93;0;1653;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;60 a 69;79;1189;0;7;0;42;5;1;79;0;74;0;1150;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;70 a 79;50;817;0;7;2;52;11;1;50;0;45;0;797;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Dona;80 o més;52;1007;0;8;1;112;5;4;52;0;61;0;949;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;0 a 9;48;917;0;0;0;3;0;0;48;0;56;0;903;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;10 a 19;82;997;0;0;0;1;0;0;82;0;91;0;994;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;20 a 29;90;1046;0;0;0;2;0;0;90;0;97;0;1012;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;30 a 39;98;983;0;5;0;18;4;0;98;0;104;0;940;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;40 a 49;113;1290;0;8;1;53;13;0;113;0;135;0;1221;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;50 a 59;101;1075;0;13;5;87;28;0;100;1;107;0;1024;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;60 a 69;55;915;0;11;2;90;23;1;55;0;52;0;876;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;70 a 79;25;761;0;11;1;97;25;0;25;0;29;0;731;0;0;0
CATALUNYA;GLOBAL;2020-09-15;Home;80 o més;27;627;0;9;0;103;6;3;27;0;32;0;593;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Altres;N/A;28;255;0;11;0;41;9;0;28;0;25;0;244;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;0 a 9;34;567;0;0;0;2;1;0;34;0;33;0;560;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;10 a 19;71;600;1;0;0;1;0;0;70;1;56;1;584;1;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;20 a 29;107;1103;0;0;0;5;1;0;107;0;81;0;1032;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;30 a 39;123;1225;0;8;0;15;0;0;123;0;69;0;1123;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;40 a 49;138;1491;0;4;0;18;0;0;138;0;92;0;1391;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;50 a 59;90;1268;0;2;0;38;6;0;90;0;69;0;1167;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;60 a 69;47;881;0;3;0;41;6;0;47;0;39;0;834;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;70 a 79;42;657;0;5;0;56;11;0;42;0;32;0;615;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Dona;80 o més;62;1113;0;4;1;118;3;9;62;0;46;0;1005;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;0 a 9;45;654;0;0;0;3;0;0;45;0;35;0;644;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;10 a 19;68;630;0;2;0;3;0;0;68;0;50;0;620;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;20 a 29;97;779;0;0;0;2;0;0;97;0;78;0;735;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;30 a 39;113;842;0;1;1;17;4;0;113;0;72;0;799;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;40 a 49;146;1007;0;6;0;50;13;0;146;0;97;0;926;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;50 a 59;108;925;0;11;2;89;23;1;108;0;74;0;852;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;60 a 69;49;813;0;7;3;90;23;0;49;0;44;0;762;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;70 a 79;49;687;0;11;1;102;24;2;49;0;47;0;637;0;0;0
CATALUNYA;GLOBAL;2020-09-14;Home;80 o més;24;622;0;15;0;99;6;4;24;0;17;0;581;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Altres;N/A;7;36;0;3;1;40;9;0;7;0;6;0;33;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;0 a 9;9;225;0;0;0;2;1;0;9;0;5;0;224;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;10 a 19;16;182;0;0;0;2;0;0;16;0;16;0;181;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;20 a 29;35;290;0;4;1;8;2;0;35;0;26;0;276;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;30 a 39;28;302;0;1;0;16;1;0;28;0;25;0;291;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;40 a 49;40;333;1;1;0;22;0;0;39;1;32;1;321;1;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;50 a 59;40;268;0;1;0;39;6;0;40;0;33;0;256;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;60 a 69;22;188;0;2;0;39;6;0;22;0;19;0;178;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;70 a 79;15;169;0;6;2;56;11;0;15;0;10;0;163;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Dona;80 o més;38;310;0;7;1;116;5;1;38;0;34;0;290;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;0 a 9;7;296;0;1;0;2;0;0;7;0;6;0;293;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;10 a 19;15;181;0;0;0;1;0;0;15;0;12;0;178;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;20 a 29;36;225;0;0;0;3;0;0;36;0;30;0;217;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;30 a 39;22;190;0;3;1;20;4;0;22;0;17;0;182;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;40 a 49;52;298;0;4;0;47;14;0;52;0;45;0;293;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;50 a 59;42;216;0;8;2;97;25;0;42;0;35;0;204;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;60 a 69;29;222;0;5;1;100;23;0;29;0;28;0;208;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;70 a 79;13;211;0;5;2;103;26;4;13;0;11;0;198;0;0;0
CATALUNYA;GLOBAL;2020-09-13;Home;80 o més;15;245;0;9;0;102;8;3;15;0;18;0;227;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Altres;N/A;19;100;0;2;1;37;8;0;19;0;13;0;96;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;0 a 9;18;270;0;0;0;2;1;0;18;0;13;0;266;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;10 a 19;28;332;0;0;0;2;0;0;28;0;29;0;325;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;20 a 29;54;543;0;0;0;6;1;0;54;0;60;0;524;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;30 a 39;50;556;0;2;0;14;1;0;50;0;51;0;537;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;40 a 49;51;610;0;4;0;19;0;0;51;0;55;0;593;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;50 a 59;51;531;0;5;1;37;6;0;51;0;44;0;512;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;60 a 69;35;354;0;7;1;36;4;0;35;0;31;0;343;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;70 a 79;27;338;0;6;1;51;9;0;27;0;25;0;328;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Dona;80 o més;52;476;0;11;0;107;4;0;52;0;42;0;459;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;0 a 9;19;316;0;0;0;2;0;0;19;0;21;0;313;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;10 a 19;21;304;0;0;0;1;0;0;21;0;23;0;303;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;20 a 29;42;394;0;1;0;3;0;0;42;0;40;0;381;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;30 a 39;40;356;0;2;0;18;3;0;40;0;38;0;342;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;40 a 49;64;482;0;3;1;43;14;0;64;0;60;0;470;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;50 a 59;33;385;0;3;1;94;23;0;33;0;34;0;373;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;60 a 69;35;362;0;5;1;95;26;1;35;0;36;0;352;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;70 a 79;20;296;0;4;0;100;27;1;20;0;15;0;289;0;0;0
CATALUNYA;GLOBAL;2020-09-12;Home;80 o més;23;286;0;9;1;96;10;3;23;0;23;0;277;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Altres;N/A;12;119;0;3;0;37;8;0;12;0;10;0;116;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;0 a 9;17;299;0;0;0;2;1;0;17;0;12;0;296;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;10 a 19;29;347;0;0;0;3;0;0;29;0;29;0;339;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;20 a 29;59;569;0;0;0;7;1;0;59;0;56;0;543;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;30 a 39;34;591;0;4;0;15;1;0;34;0;38;0;567;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;40 a 49;47;652;0;3;0;16;0;0;47;0;51;0;628;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;50 a 59;46;526;0;4;0;35;6;0;46;0;43;0;502;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;60 a 69;20;388;0;8;0;30;2;0;20;0;21;0;376;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;70 a 79;13;306;0;3;2;46;9;0;13;0;14;0;285;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Dona;80 o més;12;381;0;10;1;100;4;1;12;0;12;0;346;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;0 a 9;20;350;0;0;0;2;0;0;20;0;16;0;349;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;10 a 19;31;324;0;0;0;0;0;0;31;0;31;0;317;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;20 a 29;40;382;0;2;0;1;0;0;40;0;42;0;368;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;30 a 39;29;357;0;1;0;16;3;0;29;0;24;0;343;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;40 a 49;48;496;0;5;0;44;14;0;48;0;51;0;489;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;50 a 59;39;418;0;6;2;90;24;0;39;0;41;0;398;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;60 a 69;19;378;0;8;0;93;25;0;19;0;18;0;354;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;70 a 79;14;354;0;10;3;97;26;0;14;0;16;0;339;0;0;0
CATALUNYA;GLOBAL;2020-09-11;Home;80 o més;18;278;0;4;2;96;9;6;18;0;19;0;261;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Altres;N/A;27;145;0;5;1;34;8;0;26;1;20;0;143;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Dona;0 a 9;41;772;0;0;0;1;1;0;41;0;49;0;767;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Dona;10 a 19;75;766;0;0;0;3;0;0;75;0;73;0;756;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Dona;20 a 29;113;1379;0;2;1;8;1;0;113;0;134;0;1295;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Dona;30 a 39;107;1542;0;1;2;14;2;0;107;0;129;0;1464;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Dona;40 a 49;132;1913;0;3;0;16;0;0;132;0;133;0;1811;0;0;0
CATALUNYA;GLOBAL;2020-09-10;Dona;50 a 59;79;1498;0;5;0;33;6;0;79;0;97;0;1419;0;0;0
